11	2584	810
10	2603	794
09	2623	770
07	2632	717
20	2421	693
06	2630	689
21	2432	667
22	2449	644
04	2602	640
02	2552	613
15	2476	812
19	2429	721
05	2619	662
08	2631	745
17	2431	782
00	2291.58	1729.55
13	2294	1833
15	2239	1817
17	2198	1784
18	2203	1759
04	2367	1654
23	2238	1642
16	2217	1802
10	2367	1801
09	2384	1780
08	2394	1755
20	2189	1702
06	2394	1701
05	2383	1675
21	2199	1678
22	2216	1657
03	2343	1639
02	2318	1628
24	2263	1629
12	2320	1829
14	2268	1831
11	2345	1817
00	1546.32	1739.38
14	1529	1831
11	1601	1827
10	1622	1812
17	1459	1794
09	1636	1789
18	1447	1768
08	1648	1764
19	1444	1743
07	1639	1734
20	1445	1716
06	1645	1713
21	1459	1693
04	1614	1667
22	1469	1669
03	1586	1658
23	1491	1651
02	1569	1639
13	1551	1842
12	1577	1838
15	1505	1826
05	1634	1686
24	1515	1641
01	1542	1637
00	2786.32	1199.2
13	2791	1303
06	2891	1169
04	2862	1120
12	2816	1303
11	2842	1292
15	2734	1293
10	2864	1275
16	2713	1277
17	2694	1255
09	2880	1251
18	2685	1229
08	2891	1226
21	2695	1146
05	2880	1143
23	2733	1106
24	2759	1094
02	2815	1094
14	2760	1304
22	2711	1124
20	2680	1169
00	3060	951.696
11	3115	1046
10	3138	1030
09	3155	1006
06	3169	922
12	3090	1056
16	2986	1029
08	3166	979
07	3163	950
05	3155	896
22	2983	876
24	3030	847
01	3058	842
14	3036	1067
15	3008	1047
20	2955	924
21	2965	898
02	3087	845
17	2969	1007
04	3136	874
23	2996	858
19	2958	954
00	1266.32	761.161
13	1265	860
14	1240	863
15	1215	855
16	1193	838
10	1339	831
09	1351	810
08	1365	782
20	1166	738
06	1364	727
05	1354	704
23	1213	673
03	1315	666
24	1237	660
02	1290	657
01	1263	655
11	1319	850
19	1167	766
00	2270.53	723.839
14	2244	827
10	2355	798
16	2195	800
21	2176	674
05	2363	666
02	2297	620
23	2212	632
11	2327	814
09	2364	776
18	2167	755
08	2375	748
07	2378	719
20	2165	700
06	2374	693
22	2191	650
04	2344	645
01	2268	616
24	2240	621
15	2219	818
03	2321	629
17	2180	778
00	1752.63	474.375
14	1725	573
15	1697	563
16	1677	547
10	1826	542
17	1659	525
18	1649	503
08	1853	494
19	1646	476
07	1856	467
20	1648	449
06	1852	441
21	1658	424
05	1839	418
04	1821	394
13	1753	574
12	1780	570
11	1806	559
22	1679	407
24	1721	380
02	1773	378
00	2036.84	1216.88
14	2010	1318
17	1949	1270
04	2109	1138
03	2086	1122
02	2061	1111
13	2039	1322
10	2114	1291
19	1931	1219
20	1932	1190
01	2032	1110
15	1985	1309
11	2092	1308
09	2128	1267
24	2007	1113
07	2143	1213
12	2067	1319
08	2140	1242
22	1955	1141
00	2542.11	1207.05
11	2595	1300
20	2432	1180
06	2645	1177
12	2570	1311
10	2618	1282
17	2450	1261
08	2645	1232
03	2594	1112
24	2512	1101
14	2514	1311
05	2633	1151
04	2616	1128
13	2542	1315
09	2631	1257
18	2437	1236
22	2461	1130
02	2575	1097
00	2788.42	1484.02
12	2820	1585
16	2717	1562
10	2867	1558
19	2685	1485
07	2888	1478
05	2883	1432
24	2763	1383
03	2847	1392
02	2818	1383
14	2764	1589
13	2791	1586
15	2739	1579
11	2844	1576
09	2882	1535
04	2868	1408
01	2792	1378
23	2739	1394
20	2681	1456
22	2713	1419
21	2694	1434
00	1510.53	753.304
12	1540	852
15	1461	846
11	1567	841
18	1411	782
08	1614	774
20	1410	725
06	1614	720
24	1485	652
10	1588	824
17	1421	808
09	1604	801
19	1410	755
05	1602	696
04	1586	675
02	1537	651
01	1510	649
23	1460	665
00	3051.58	708.125
15	3003	801
24	3022	603
14	3029	811
12	3083	811
11	3110	801
18	2949	736
08	3158	733
07	3160	706
20	2948	681
05	3143	653
22	2974	631
01	3049	601
16	2978	785
17	2959	756
02	3075	595
00	1287.37	1515.45
14	1266	1615
12	1319	1615
11	1342	1603
10	1364	1586
17	1201	1568
18	1190	1544
08	1387	1541
19	1192	1515
06	1384	1490
21	1198	1467
22	1211	1442
04	1357	1439
03	1334	1426
24	1256	1414
02	1309	1413
00	2287.37	1493.84
15	2236	1586
17	2198	1546
19	2180	1495
06	2393	1465
05	2379	1438
04	2363	1418
23	2234	1402
09	2380	1544
08	2392	1518
21	2192	1446
22	2211	1419
03	2341	1400
14	2264	1597
10	2365	1566
18	2186	1522
02	2314	1390
12	2318	1600
00	1777.89	1501.7
09	1868	1551
08	1881	1525
20	1674	1477
06	1880	1466
22	1699	1430
24	1746	1400
02	1801	1399
13	1782	1599
11	1833	1591
10	1855	1573
19	1673	1504
07	1872	1497
21	1684	1453
23	1720	1412
03	1826	1410
04	1849	1426
18	1677	1534
01	1773	1396
12	1808	1602
00	1525.26	1228.66
09	1618	1280
08	1628	1255
20	1422	1205
21	1434	1180
22	1448	1156
04	1597	1153
03	1576	1136
02	1550	1126
14	1501	1333
12	1556	1332
11	1581	1321
15	1477	1323
16	1454	1307
10	1603	1303
17	1438	1284
24	1496	1127
19	1423	1233
23	1471	1139
00	2763.16	439.018
12	2796	537
15	2715	528
11	2821	525
17	2672	490
08	2869	459
19	2667	442
20	2659	410
06	2865	405
21	2671	385
22	2686	367
04	2833	358
03	2816	351
24	2741	339
00	2057.89	1949.55
13	2053	2052
15	2007	2037
11	2108	2038
16	1985	2022
10	2130	2022
09	2147	2003
17	1968	2001
18	1957	1978
07	2160	1954
21	1967	1903
03	2107	1867
02	2078	1856
14	2031	2048
22	1983	1881
04	2129	1882
23	2008	1859
00	2546.32	1721.7
13	2546	1819
04	2622	1647
24	2519	1622
03	2598	1630
23	2493	1629
16	2471	1798
17	2454	1775
09	2635	1771
18	2444	1751
20	2444	1698
21	2455	1673
05	2639	1669
22	2471	1649
02	2574	1621
15	2493	1813
11	2598	1810
10	2620	1794
00	3062.11	1713.84
12	3091	1817
14	3033	1814
16	2983	1786
17	2966	1765
18	2960	1738
07	3164	1713
06	3165	1686
20	2961	1683
21	2964	1659
22	2992	1642
03	3113	1622
13	3058	1811
10	3132	1787
05	3154	1660
02	3091	1612
24	3035	1611
00	2262.11	450.804
11	2319	538
16	2189	526
10	2341	520
18	2159	479
07	2370	443
20	2158	425
06	2365	417
05	2353	394
21	2168	400
14	2238	550
13	2265	550
15	2211	540
19	2165	454
01	2255	351
24	2238	354
00	1784.21	1735.45
15	1737	1824
11	1840	1823
16	1715	1810
09	1876	1782
08	1888	1758
07	1879	1729
20	1683	1712
21	1693	1687
04	1857	1660
23	1730	1648
03	1834	1644
14	1762	1836
12	1817	1833
10	1863	1805
17	1701	1788
18	1686	1764
22	1708	1665
02	1809	1635
00	1508.42	476.339
13	1507	579
14	1479	577
15	1455	567
11	1561	562
16	1436	551
10	1581	548
18	1406	506
08	1609	499
19	1410	483
07	1612	473
06	1609	447
04	1582	403
23	1456	390
02	1535	378
12	1534	575
09	1598	524
00	2516.84	437.054
16	2440	516
17	2426	493
08	2627	463
07	2624	437
06	2620	406
22	2438	365
23	2463	349
11	2576	527
15	2467	529
10	2596	510
09	2613	486
18	2414	467
19	2421	442
20	2412	413
04	2590	361
00	2788.42	1719.73
10	2861	1793
08	2887	1747
07	2886	1717
06	2893	1693
04	2863	1646
24	2762	1620
11	2839	1810
17	2696	1776
09	2877	1772
20	2687	1697
21	2696	1671
22	2714	1649
23	2738	1634
02	2816	1620
05	2879	1667
00	2053.68	1725.62
12	2081	1824
11	2107	1815
18	1951	1754
19	1951	1725
05	2139	1676
04	2124	1654
24	2021	1627
10	2126	1801
16	1977	1800
09	2142	1780
06	2152	1701
03	2096	1642
02	2077	1627
08	2153	1754
00	2293.68	1957.41
12	2322	2053
15	2242	2043
10	2369	2027
17	2204	2007
18	2194	1987
08	2396	1983
19	2199	1953
06	2392	1931
20	2193	1933
22	2219	1891
23	2242	1871
24	2266	1861
02	2320	1858
13	2294	2055
14	2268	2053
00	2017.89	456.696
12	2047	557
15	1962	549
10	2089	526
09	2111	504
19	1917	464
20	1915	436
06	2117	423
21	1924	410
05	2106	398
04	2089	379
02	2042	360
23	1961	369
03	2066	364
13	2023	551
07	2113	454
14	1992	559
00	2064.21	2210.8
12	2091	2301
11	2115	2295
16	1992	2277
08	2162	2236
19	1961	2210
20	1963	2186
21	1974	2163
04	2134	2144
03	2112	2129
24	2035	2119
01	2061	2116
